Title,RankOverall,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,NumAwardsHonors,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_1,RankCategory_1,ScoreCategory_1,Mechanics,AmazonPrice,GameCategory_2,RankCategory_2,ScoreCategory_2,GameCategory_3,RankCategory_3,ScoreCategory_3
Jungle Speed ,1707,1997,12984,6.47556,6.27711,1.5313,1.1334,682,50487,3,3,8,5,6.0,129,Party ,166,6.26989,"Pattern Recognition
Speed Matching
",Unknown,,,,,,
51st State ,1708,2010,2963,6.81275,6.27699,1.45452,3.1055,237,7787,2,2,4,2,3.0,70,Strategy ,928,6.37563,"Hand Management
Open Drafting
Variable Player Powers
",$54.96,,,,,,
Unlock!: Mystery Adventures – The House on the Hill ,1709,2017,2091,6.9921,6.27695,1.21297,1.8148,27,3192,0,1,4,2,2.0,30,Thematic,335,6.552,"Cooperative Game
Storytelling
",$33.03,Family ,458,6.42009,,,
ICECOOL2 ,1710,2018,1702,7.17994,6.27691,1.22186,1.0769,26,4566,0,2,4,4,4.0,20,Children's ,6,6.98015,"Area Movement
Flicking
Take That
",$25.50,Family ,434,6.44393,,,
Normandy '44 ,1711,2010,1038,7.89791,6.27674,1.22989,3.3729,118,1354,4,1,3,2,2.0,43,War ,58,7.36285,"Dice Rolling
Hexagon Grid
Simulation
",$59.99,,,,,,
Juicy Fruits ,1712,2021,1941,7.07814,6.2761,1.11774,2,51,7234,0,1,4,2,3.0,24,Family ,445,6.42919,"Area Movement
Contracts
Grid Movement
Tile Placement
",$23.99,,,,,,
Dragonfire ,1713,2017,2462,7.11175,6.27602,1.66885,3.2299,87,12061,0,1,5,4,4.0,81,Thematic,353,6.51707,"Cooperative Game
Deck, Bag, and Pool Building
Hand Management
Legacy Game
Open Drafting
Role Playing
",$129.95,Strategy ,936,6.36785,,,
The Ancient World ,1714,2014,2195,6.99379,6.27572,1.22653,2.7248,109,4233,0,2,4,4,4.0,31,Strategy ,889,6.40065,"Dice Rolling
Open Drafting
Set Collection
Worker Placement
",$79.95,,,,,,
New York Slice ,1715,2017,3694,6.70594,6.27555,1.23007,1.4444,54,12143,1,3,6,4,4.0,44,Family ,501,6.37902,"I Cut, You Choose
Once-Per-Game Abilities
Turn Order: Progressive
",$29.35,,,,,,
Successors (Third Edition) ,1716,2008,1250,7.53578,6.27552,1.4791,3.3176,148,1946,1,3,4,4,4.0,48,War ,99,7.15892,"Area Majority / Influence
Campaign / Battle Card Driven
Dice Rolling
Pick-up and Deliver
Point to Point Movement
Simulation
",Unknown,,,,,,
Capital Lux ,1717,2016,2137,7.00394,6.27546,1.17239,1.9667,60,6730,0,2,4,3,3.0,41,Family ,467,6.41455,"Area Majority / Influence
Closed Drafting
Hand Management
",Unknown,,,,,,
Carcassonne: Amazonas ,1718,2016,2060,7.04647,6.27541,1.18648,1.9318,44,5134,1,2,4,4,4.0,20,Family ,456,6.4223,"Area Majority / Influence
Map Addition
Tile Placement
Track Movement
",Unknown,,,,,,
Rummikub ,1719,1977,17326,6.448,6.27448,1.43101,1.721,846,92673,2,2,4,4,4.0,151,Family ,612,6.27431,"Set Collection
Tile Placement
",$15.97,,,,,,
Flip Ships ,1720,2017,2069,7.01335,6.27424,1.28953,1.3438,32,6807,1,1,4,3,4.0,20,Family ,470,6.4128,"Bias
Cooperative Game
Flicking
Variable Player Powers
",Unknown,,,,,,
Love Letter: Adventure Time ,1721,2015,1809,7.25162,6.27399,1.31208,1.0652,46,6799,0,3,4,4,4.0,31,Family ,481,6.39797,"Hand Management
Player Elimination
",Unknown,,,,,,
Mordheim: City of the Damned ,1722,1999,1691,7.33247,6.27369,1.5484,3.0942,138,2720,0,2,6,2,2.0,23,War ,284,6.77007,"Dice Rolling
Measurement Movement
Modular Board
Role Playing
Variable Player Powers
",Unknown,Thematic,338,6.54499,,,
Dog Park ,1723,2022,1845,7.20215,6.27336,1.37236,2.1622,74,6048,0,1,4,3,4.0,53,Family ,469,6.41292,"Auction/Bidding
Point to Point Movement
Set Collection
Solo / Solitaire Game
Track Movement
Variable Set-up
",Unknown,,,,,,
Cantaloop: Book 1 – Breaking into Prison ,1724,2020,1217,7.51211,6.27332,1.44921,2.1,30,3795,1,1,2,1,1.0,48,,,,"Cooperative Game
Deduction
Role Playing
Scenario / Mission / Campaign Game
Solo / Solitaire Game
Storytelling
",$24.73,,,,,,
Legendary Encounters: A Firefly Deck Building Game ,1725,2016,1935,7.09862,6.2733,1.4957,2.5588,34,6479,1,1,4,3,3.0,24,Thematic,337,6.545,"Cooperative Game
Deck, Bag, and Pool Building
Solo / Solitaire Game
",Unknown,,,,,,
Metro X ,1726,2018,1775,7.13172,6.27306,1.10619,1.7391,23,13885,0,1,6,1,2.0,22,Abstract ,49,6.80144,"Bingo
Network and Route Building
Paper-and-Pencil
Solo / Solitaire Game
",$14.99,,,,,,
Sluff Off! ,1727,2003,2553,6.87745,6.27298,1.28017,1.8512,215,9916,2,3,4,4,4.0,48,Family ,479,6.39885,"Hand Management
Predictive Bid
Trick-taking
",Unknown,,,,,,
A House Divided: War Between the States 1861-65 ,1728,1981,2003,7.07625,6.27217,1.37872,2.6316,247,2454,4,1,2,2,2.0,37,War ,208,6.90682,"Dice Rolling
Point to Point Movement
Simulation
",Unknown,,,,,,
Paranormal Detectives ,1729,2019,2247,7.0164,6.27209,1.3506,1.675,40,7877,6,3,6,4,5.0,30,Party ,79,6.5982,"Acting
Hand Management
Line Drawing
Pattern Recognition
Questions and Answers
Variable Player Powers
",$35.96,,,,,,
Gulo Gulo ,1730,2003,2810,6.82729,6.27209,1.2638,1.0813,320,17173,3,2,6,4,4.0,44,Children's ,19,6.74977,"Modular Board
Physical Removal
",Unknown,,,,,,
Get on Board: New York & London ,1731,2022,2105,6.99562,6.27165,1.17903,1.9268,41,11772,4,2,5,3,3.0,23,Family ,465,6.41477,"Bingo
Connections
Line Drawing
Network and Route Building
Paper-and-Pencil
Race
",$23.50,,,,,,
Battle Cry: 150th Civil War Anniversary Edition ,1732,2010,1218,7.6446,6.27159,1.31286,2.0707,99,3747,0,1,2,2,2.0,43,War ,112,7.12685,"Campaign / Battle Card Driven
Dice Rolling
Hand Management
Modular Board
Simulation
",Unknown,,,,,,
Age of Innovation ,1733,2023,623,8.88234,6.27153,1.22887,4.3182,66,1624,0,1,5,4,4.0,45,Strategy ,770,6.50174,"Hexagon Grid
Turn Order: Pass Order
Variable Player Powers
Victory Points as a Resource
",$128.69,,,,,,
Samurai Spirit ,1734,2014,4845,6.61328,6.27146,1.33378,2.1289,194,16074,1,1,7,1,1.0,88,Strategy ,984,6.31986,"Cooperative Game
Push Your Luck
Variable Player Powers
",Unknown,,,,,,
Guards of Atlantis II ,1735,2022,776,8.53858,6.27098,1.6527,3.3,30,3170,0,4,4,4,4.0,46,,,,"Campaign / Battle Card Driven
Grid Movement
Hand Management
Simultaneous Action Selection
Team-Based Game
Variable Player Powers
",Unknown,,,,,,
The New Era ,1736,2011,1300,7.48666,6.27095,1.51014,3.4561,114,3791,0,2,4,3,3.0,39,Strategy ,847,6.43101,"Hand Management
Open Drafting
Turn Order: Progressive
Variable Player Powers
",Unknown,,,,,,
Hare & Tortoise ,1737,1973,4689,6.62587,6.26852,1.28867,1.9316,380,7581,1,3,6,4,5.0,57,Family ,534,6.34484,"Hand Management
Resource to Move
",Unknown,,,,,,
The Adventurers: The Temple of Chac ,1738,2009,4818,6.60885,6.26744,1.24575,1.6568,370,12177,7,2,6,4,5.0,57,Thematic,422,6.39163,"Action Points
Bias
Dice Rolling
Grid Movement
Memory
Push Your Luck
",Unknown,Family ,543,6.33817,,,
Wits & Wagers Party ,1739,2012,2440,6.90566,6.26674,1.22931,1.1176,51,6919,3,4,10,5,6.0,16,Party ,74,6.61919,"Betting and Bluffing
",Unknown,,,,,,
Sagani ,1740,2020,1775,7.12741,6.266,1.25245,1.8983,59,12269,0,1,4,2,2.0,44,Abstract ,50,6.79239,"Pattern Building
Tile Placement
",Unknown,Family ,457,6.42044,,,
Favor of the Pharaoh ,1741,2015,2951,6.79428,6.26567,1.25925,2,77,10545,2,2,4,2,2.0,34,Family ,498,6.38175,"Deck, Bag, and Pool Building
Dice Rolling
Re-rolling and Locking
",$115.00,,,,,,
Ascension: Rise of Vigil ,1742,2013,1757,7.1673,6.26556,1.34585,2.2676,71,12809,0,2,4,2,2.0,15,Strategy ,909,6.3844,"Deck, Bag, and Pool Building
Hand Management
Open Drafting
",Unknown,,,,,,
Noctiluca ,1743,2019,1835,7.12162,6.26539,1.21,1.3208,53,8959,1,1,3,2,2.0,47,Abstract ,57,6.72836,"Contracts
End Game Bonuses
Hexagon Grid
Hidden Victory Points
Open Drafting
Set Collection
",$33.29,Family ,466,6.4146,,,
Battle Sheep ,1744,2010,4962,6.60988,6.26477,1.27228,1.4702,168,28926,10,2,4,4,4.0,74,Abstract ,118,6.41261,"Enclosure
Grid Movement
Hexagon Grid
Modular Board
",Unknown,,,,,,
The Isle of Cats: Explore & Draw ,1745,2022,1246,7.49397,6.26446,1.14953,2.2632,19,6541,0,1,6,1,2.0,14,Family ,427,6.45596,"Grid Coverage
Line Drawing
Paper-and-Pencil
Pattern Building
Set Collection
Solo / Solitaire Game
",$29.25,,,,,,
Egizia: Shifting Sands ,1746,2019,1201,7.51949,6.26431,1.16191,2.8421,38,2829,0,2,4,3,4.0,35,Strategy ,832,6.44526,"Bias
Open Drafting
Worker Placement
",$29.99,,,,,,
1860: Railways on the Isle of Wight ,1747,2004,897,7.90042,6.26427,1.37251,4.0843,83,3447,0,2,4,3,3.0,34,Strategy ,793,6.47969,"Auction/Bidding
Network and Route Building
Stock Holding
Tile Placement
",Unknown,,,,,,
Treasure Hunter ,1748,2015,3120,6.76513,6.26412,1.23716,1.8774,106,9246,1,3,6,4,4.0,46,Family ,509,6.37177,"Closed Drafting
Hand Management
Open Drafting
Simultaneous Action Selection
",$29.97,,,,,,
Sentinels of the Multiverse: Definitive Edition ,1749,2022,817,8.39359,6.26401,1.44914,2.84,25,5271,0,1,5,4,4.0,29,Thematic,281,6.66302,"Cooperative Game
Hand Management
Solo / Solitaire Game
Variable Player Powers
",$60.14,,,,,,
Leonardo da Vinci ,1750,2006,3432,6.72748,6.26276,1.31259,3.1816,446,5153,3,3,5,4,4.0,60,Strategy ,945,6.35876,"Area Majority / Influence
Auction/Bidding
Contracts
Hand Management
Worker Placement
",$51.98,,,,,,
Catan: Starfarers ,1751,2019,1250,7.5951,6.26273,1.31181,2.4865,37,2486,0,3,4,3,3.0,20,Family ,442,6.43402,"Hexagon Grid
Modular Board
Trading
Variable Set-up
",$79.20,,,,,,
City of Iron ,1752,2013,1687,7.16886,6.2623,1.30027,3.2314,121,3019,1,2,4,4,4.0,35,Strategy ,879,6.40808,"Action Points
Area Majority / Influence
Deck, Bag, and Pool Building
Hand Management
Open Drafting
Variable Player Powers
",$154.99,,,,,,
Ubongo 3D ,1753,2009,1877,7.08538,6.26139,1.41701,1.9362,94,5108,5,1,4,4,4.0,26,Abstract ,46,6.81436,"Grid Coverage
Real-Time
",Unknown,Family ,463,6.41582,,,
"Colonial Twilight: The French-Algerian War, 1954-62 ",1754,2017,1099,7.71648,6.2613,1.33887,3.8472,72,2151,3,1,2,2,2.0,20,War ,92,7.19785,"Area Majority / Influence
Area Movement
Dice Rolling
Solo / Solitaire Game
Variable Phase Order
Variable Player Powers
",$68.14,,,,,,
The Bridges of Shangri-La ,1755,2003,2565,6.85256,6.26126,1.26853,2.7265,234,3822,2,3,4,4,4.0,62,Strategy ,931,6.37221,"Area Majority / Influence
Map Reduction
Point to Point Movement
Tile Placement
",Unknown,,,,,,
Cóatl ,1756,2020,2425,6.96833,6.26058,1.28373,2.0299,67,6637,6,1,4,3,3.0,40,Family ,489,6.38871,"Contracts
Hand Management
Once-Per-Game Abilities
Open Drafting
Pattern Building
Set Collection
",$30.61,,,,,,
Wooden Ships & Iron Men ,1757,1974,2080,7.06907,6.2604,1.35853,3.1025,244,2145,0,2,2,2,2.0,39,War ,237,6.833,"Action Queue
Dice Rolling
Hexagon Grid
Line of Sight
Simulation
",Unknown,,,,,,
New Bedford ,1758,2016,1959,7.06282,6.25991,1.23473,2.3617,47,5764,0,1,4,4,4.0,30,Strategy ,913,6.3837,"Worker Placement
",Unknown,,,,,,
Helvetia ,1759,2011,2046,6.98532,6.25975,1.22684,3.0548,146,3682,1,2,4,4,4.0,41,Strategy ,896,6.39592,"Action Points
Area Majority / Influence
Worker Placement
",Unknown,,,,,,
The Red Dragon Inn ,1760,2007,8337,6.5598,6.25932,1.61081,1.6632,383,19344,2,3,4,4,4.0,99,Thematic,507,6.26847,"Betting and Bluffing
Hand Management
Player Elimination
Take That
Variable Player Powers
",$32.60,Party ,201,6.19046,,,
The Great Heartland Hauling Co. ,1761,2013,2563,6.85297,6.25898,1.18556,1.8362,116,8206,0,2,4,3,3.0,37,Strategy ,946,6.35798,"Grid Movement
Hand Management
Modular Board
Open Drafting
Pick-up and Deliver
Resource to Move
",Unknown,Family ,493,6.38424,,,
Sanssouci ,1762,2013,1774,7.13034,6.25876,1.2383,2.1176,68,9855,1,2,4,2,2.0,49,Family ,459,6.41945,"Hand Management
Pattern Building
Tile Placement
",Unknown,,,,,,
Glow ,1763,2021,2192,7.03107,6.25843,1.37695,2,60,8690,3,2,4,2,3.0,38,Family ,494,6.38321,"Dice Rolling
Open Drafting
Push Your Luck
Set Collection
",$24.45,,,,,,
burncycle ,1764,2022,947,8.0213,6.25842,1.5939,3.9595,74,3540,1,1,3,1,2.0,51,Thematic,279,6.66539,"Action Points
Action Queue
Cooperative Game
Dice Rolling
Die Icon Resolution
Grid Movement
",Unknown,Strategy ,852,6.42756,,,
The Expanse Board Game ,1765,2017,1658,7.18262,6.25834,1.2992,2.78,50,3256,0,3,4,4,4.0,45,Strategy ,887,6.40141,"Action Points
Action/Event
Area Majority / Influence
Campaign / Battle Card Driven
Catch the Leader
Take That
",$199.95,,,,,,
Clans ,1766,2002,5120,6.56554,6.25822,1.24471,2.0241,539,11928,6,2,4,2,2.0,108,Abstract ,112,6.44812,"Area Majority / Influence
Area Movement
Enclosure
Hidden Roles
",Unknown,,,,,,
Salem 1692 ,1767,2015,2253,7.0856,6.25812,1.49553,2.0256,39,7516,0,6,12,7,8.0,27,Party ,96,6.52227,"Hand Management
Hidden Roles
Player Elimination
Traitor Game
Voting
",$24.99,,,,,,
The King Is Dead ,1768,2015,1772,7.11634,6.25801,1.31807,2.5082,61,4427,0,2,4,3,3.0,51,Strategy ,891,6.40002,"Area Majority / Influence
Campaign / Battle Card Driven
Communication Limits
Hand Management
Map Reduction
Team-Based Game
",$48.95,,,,,,
Empires in Arms ,1769,1983,1306,7.61105,6.2572,1.79156,4.4057,212,958,0,5,7,7,7.0,45,War ,123,7.09347,"Area Movement
Dice Rolling
Movement Points
Scenario / Mission / Campaign Game
Secret Unit Deployment
Simulation
",Unknown,,,,,,
Babel ,1770,2000,4046,6.64801,6.25707,1.29819,2.4051,353,7943,4,2,2,2,2.0,48,Strategy ,974,6.33287,"Hand Management
Set Collection
Take That
Zone of Control
",Unknown,,,,,,
Exit: The Game – The Haunted Roller Coaster ,1771,2019,1670,7.16312,6.25671,1.28598,2.037,27,2468,0,1,3,2,2.0,20,Thematic,336,6.54525,"Cooperative Game
Real-Time
",$14.95,,,,,,
Factory Funner ,1772,2016,1551,7.20141,6.25628,1.34282,2.3548,31,11870,0,1,5,4,4.0,35,Strategy ,880,6.40737,"Hexagon Grid
Network and Route Building
Real-Time
Solo / Solitaire Game
Tile Placement
",$44.00,,,,,,
Monumental ,1773,2020,1374,7.56424,6.2559,1.62869,2.8077,52,2690,2,1,3,2,3.0,60,Strategy ,890,6.40007,"Action Queue
Area Movement
Deck, Bag, and Pool Building
Hand Management
Modular Board
Set Collection
",Unknown,,,,,,
Transatlantic ,1774,2017,1930,7.04116,6.2559,1.22952,3.0714,56,5038,1,2,4,3,3.0,35,Strategy ,894,6.39709,"Action Retrieval
Deck, Bag, and Pool Building
Modular Board
",$53.75,,,,,,
König von Siam ,1775,2007,2260,6.90127,6.25579,1.38245,2.6806,263,6316,0,2,4,3,3.0,89,Strategy ,914,6.38358,"Area Majority / Influence
Communication Limits
Hand Management
Map Reduction
Sudden Death Ending
Team-Based Game
",Unknown,,,,,,
Trambahn ,1776,2015,2165,6.95076,6.25472,1.16357,1.7959,98,7837,2,2,2,2,2.0,24,Family ,480,6.39837,"Open Drafting
Set Collection
",Unknown,,,,,,
Niagara ,1777,2004,8603,6.4604,6.25409,1.23535,1.8369,785,18310,9,3,5,4,5.0,96,Family ,579,6.30091,"Bias
Hand Management
Pick-up and Deliver
Set Collection
Simultaneous Action Selection
Slide/Push
",Unknown,,,,,,
Evo (Second Edition) ,1778,2011,2239,6.93388,6.25406,1.21157,2.3623,138,3886,0,3,5,4,4.0,48,Strategy ,933,6.37098,"Area Movement
Auction/Bidding
Variable Player Powers
Victory Points as a Resource
",Unknown,Family ,504,6.37572,,,
Space Cadets: Dice Duel ,1779,2013,3027,6.74701,6.25353,1.51125,2.0882,102,6581,4,4,4,8,8.0,57,Thematic,399,6.43319,"Action Queue
Dice Rolling
Grid Movement
Real-Time
Team-Based Game
",$107.42,,,,,,
Smash Up: The Obligatory Cthulhu Set ,1780,2013,3522,6.72794,6.25351,1.50616,2.1765,85,2223,0,2,2,3,,17,Strategy ,1001,6.30164,"Area Majority / Influence
Hand Management
Take That
Variable Player Powers
",Unknown,,,,,,
Strat-O-Matic Baseball ,1781,1962,1173,7.8278,6.2535,1.76187,2.3714,105,18305,0,1,2,2,2.0,42,Thematic,375,6.48668,"Dice Rolling
Simulation
",$73.99,Strategy ,1032,6.28248,,,
Fjords ,1782,2005,3149,6.74627,6.25305,1.26997,1.7188,384,9620,3,2,2,2,2.0,43,Abstract ,88,6.53474,"Area Majority / Influence
Chaining
Hexagon Grid
Map Addition
Modular Board
Pattern Building
",Unknown,Family ,528,6.35195,,,
Petrichor ,1783,2018,2327,6.9316,6.25304,1.33946,3.0116,86,5812,0,1,4,3,4.0,56,Strategy ,940,6.36276,"Area Majority / Influence
Hand Management
Modular Board
Voting
",$62.99,,,,,,
Carrom ,1784,0,1819,7.07945,6.25301,1.49106,1.4567,127,10219,0,2,2,2,2.0,43,Family ,474,6.40333,"Flicking
Team-Based Game
",Unknown,,,,,,
The Russian Campaign ,1785,1974,1526,7.33776,6.2528,1.42962,2.847,183,1585,2,1,2,2,2.0,27,War ,150,7.01861,"Dice Rolling
Grid Movement
Hexagon Grid
Movement Points
Multiple Maps
Ratio / Combat Results Table
",Unknown,,,,,,
L.L.A.M.A. ,1786,2019,7522,6.48299,6.25246,1.49077,1.0529,208,86079,11,3,6,4,4.0,165,Family ,574,6.30522,"Hand Management
Ladder Climbing
Matching
Push Your Luck
",$13.16,,,,,,
La Boca ,1787,2013,2082,6.96343,6.25194,1.22664,1.3626,91,6749,12,3,6,4,4.0,35,Family ,485,6.39381,"Pattern Building
Real-Time
Square Grid
",Unknown,,,,,,
Felicity: The Cat in the Sack ,1788,2007,4958,6.56517,6.25189,1.19946,1.3962,472,15707,6,3,5,5,5.0,102,Family ,553,6.33062,"Auction/Bidding
Betting and Bluffing
Secret Unit Deployment
",Unknown,,,,,,
Altar Quest ,1789,2020,1191,7.7112,6.25158,1.57809,3.3765,85,4017,1,1,3,1,2.0,58,Thematic,300,6.6251,"Cooperative Game
Deck, Bag, and Pool Building
Dice Rolling
Grid Movement
Hand Management
Modular Board
",$164.99,,,,,,
Reykholt ,1790,2018,3455,6.7085,6.25092,1.27746,2.15,80,9281,0,1,4,3,3.0,53,Strategy ,983,6.32049,"Scenario / Mission / Campaign Game
Solo / Solitaire Game
Worker Placement
",$34.92,Family ,541,6.34201,,,
Timeline: Music & Cinema ,1791,2013,3428,6.71902,6.25086,1.23451,1.092,87,13488,0,2,8,4,6.0,15,Party ,102,6.48764,,Unknown,Family ,522,6.35593,,,
Star Trek: Attack Wing ,1792,2013,1909,7.49888,6.25072,1.69738,2.7153,137,7131,1,2,6,2,2.0,99,War ,335,6.68574,"Action Queue
Dice Rolling
Line of Sight
Movement Template
Simultaneous Action Selection
Variable Player Powers
",$39.99,,,,,,
Duplik ,1793,2005,2210,6.9638,6.2505,1.2918,1.2182,110,5763,5,3,10,5,6.0,24,Party ,80,6.58938,"Line Drawing
",Unknown,,,,,,
Love Letter: The Hobbit – The Battle of the Five Armies ,1794,2015,1827,7.11791,6.25038,1.33675,1.2667,60,8740,0,3,4,4,4.0,17,Family ,492,6.38485,"Hand Management
Player Elimination
",Unknown,,,,,,
Machi Koro Legacy ,1795,2019,2231,6.9216,6.24885,1.54371,1.925,40,16234,0,2,4,3,4.0,23,Family ,505,6.37481,"Dice Rolling
Legacy Game
Random Production
",$49.95,,,,,,
Nautilion ,1796,2016,1573,7.22226,6.24804,1.19299,1.9167,48,9327,1,1,2,1,1.0,36,Strategy ,922,6.38029,"Cooperative Game
Dice Rolling
Modular Board
Roll / Spin and Move
Set Collection
Solo / Solitaire Game
",Unknown,,,,,,
Iberian Gauge ,1797,2017,1349,7.33557,6.24787,1.24718,2.3704,27,2984,0,3,5,5,5.0,31,Strategy ,868,6.41634,"Action Queue
Connections
Hexagon Grid
Income
Investment
Network and Route Building
",Unknown,,,,,,
Exodus: Proxima Centauri ,1798,2012,1697,7.15925,6.24747,1.51084,3.5926,108,2158,2,2,6,6,6.0,33,Thematic,356,6.51495,"Area Majority / Influence
Area Movement
Auction/Bidding
Dice Rolling
Follow
Hexagon Grid
",Unknown,Strategy ,915,6.38246,,,
Time's Up! Edición Azul ,1799,2006,1304,7.3608,6.24722,1.47501,1.2281,57,5278,0,4,12,6,6.0,17,Party ,57,6.7603,"Acting
Communication Limits
Memory
Team-Based Game
",Unknown,,,,,,
Big City ,1800,1999,2442,6.85823,6.24619,1.21308,2.2154,260,4337,0,2,4,3,3.0,58,Strategy ,943,6.36011,"Hand Management
Modular Board
Tile Placement
",Unknown,Family ,506,6.37444,,,
Talisman: Revised 4th Edition ,1801,2007,15049,6.51186,6.24611,1.86627,2.1788,867,24101,2,2,6,4,4.0,248,Thematic,558,6.20004,"Dice Rolling
Role Playing
Roll / Spin and Move
Take That
Variable Player Powers
",Unknown,,,,,,
Smash Up: Cease and Desist ,1802,2016,1359,7.41342,6.24604,1.31426,2.3333,6,592,0,2,2,3,,5,,,,"Area Majority / Influence
Card Play Conflict Resolution
Deck Construction
Hand Management
Open Drafting
Take That
",$21.17,,,,,,
Terramara ,1803,2019,1435,7.31506,6.24594,1.35364,3.4386,57,2793,1,3,4,4,4.0,43,Strategy ,884,6.40515,"Modular Board
Variable Player Powers
Worker Placement
",Unknown,,,,,,
Nefertiti ,1804,2008,1981,6.9882,6.24561,1.10147,2.3567,171,3977,1,3,4,4,4.0,36,Strategy ,920,6.3805,"Auction/Bidding
Set Collection
",Unknown,,,,,,
Xiangqi ,1805,762,2075,7.11553,6.24552,1.56843,3.5808,198,3564,0,2,2,2,2.0,25,Abstract ,65,6.68136,"Grid Movement
",$5.20,,,,,,
Steam Time ,1806,2015,1768,7.08589,6.24552,1.16156,2.9516,62,4163,1,2,4,4,4.0,21,Strategy ,916,6.38207,"Contracts
Modular Board
Open Drafting
Worker Placement
",$24.99,,,,,,
Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex ,1807,2022,882,8.05608,6.24497,1.20788,2,4,1327,0,2,2,2,2.0,4,,,,"Action Points
Card Play Conflict Resolution
Hand Management
Line of Sight
Point to Point Movement
Take That
",$27.95,,,,,,
Vast: The Mysterious Manor ,1808,2019,1260,7.48119,6.24464,1.45928,3.7059,51,2424,0,3,5,4,4.0,42,Strategy ,911,6.38381,"Action Points
Grid Movement
Hand Management
Modular Board
Tile Placement
Variable Player Powers
",$43.48,,,,,,
Odin's Ravens ,1809,2002,3817,6.66069,6.24461,1.25022,1.6795,390,9364,1,2,2,2,2.0,36,Strategy ,996,6.30345,"Hand Management
Map Addition
Race
Track Movement
",Unknown,Family ,551,6.33208,,,
Terracotta Army ,1810,2022,1298,7.5463,6.2446,1.36869,3.3333,57,2768,0,2,4,3,3.0,45,Strategy ,878,6.40942,"Area Majority / Influence
Income
Variable Set-up
Worker Placement
Worker Placement, Different Worker Types
",$88.79,,,,,,
Space Station Phoenix ,1811,2022,1268,7.40105,6.24333,1.33355,3.0204,49,4204,0,2,4,3,3.0,43,Strategy ,877,6.40987,"End Game Bonuses
Income
Ownership
Variable Player Powers
Variable Set-up
Victory Points as a Resource
",$49.64,,,,,,
Québec ,1812,2011,1625,7.13791,6.24247,1.24226,2.9848,132,3053,0,3,5,4,4.0,37,Strategy ,904,6.38905,"Area Majority / Influence
Modular Board
Worker Placement
",Unknown,,,,,,
Tsuro of the Seas ,1813,2012,6454,6.5221,6.24091,1.43057,1.4286,203,18252,0,2,8,4,4.0,24,Abstract ,200,6.1517,"Dice Rolling
Hand Management
Network and Route Building
Player Elimination
Tile Placement
",Unknown,Family ,602,6.27987,,,
A Castle for All Seasons ,1814,2008,3069,6.72827,6.24082,1.20127,2.7855,289,5422,4,2,4,4,4.0,71,Strategy ,969,6.33735,"Action Retrieval
Events
Simultaneous Action Selection
Worker Placement
",Unknown,,,,,,
Antike Duellum ,1815,2012,1801,7.06873,6.24081,1.35445,2.877,122,3770,2,2,2,2,2.0,30,Strategy ,923,6.37774,"Area Majority / Influence
Area Movement
Hand Management
Income
Race
Rondel
",$40.95,,,,,,
My First Carcassonne ,1816,2009,4105,6.66063,6.24078,1.31169,1.1284,218,29814,9,2,4,4,4.0,74,Children's ,42,6.48915,"Enclosure
Modular Board
Tile Placement
",$23.99,,,,,,
Cosmic Frog ,1817,2020,1358,7.3639,6.24033,1.54216,3.0204,49,2735,4,3,6,4,4.0,44,Strategy ,903,6.38937,"Dice Rolling
Hexagon Grid
Layering
Map Reduction
Pattern Building
Pick-up and Deliver
",$55.52,,,,,,
Historia ,1818,2014,2399,6.8676,6.24019,1.30993,3.0881,159,4542,0,1,1,4,4.0,49,Strategy ,948,6.35338,"Action Retrieval
Area Majority / Influence
Hand Management
Simultaneous Action Selection
",$59.90,,,,,,
Project: ELITE ,1819,2016,1124,7.5829,6.24016,1.60847,2.4286,28,4196,1,1,4,4,4.0,20,Thematic,322,6.58959,"Cooperative Game
Dice Rolling
Grid Movement
Solo / Solitaire Game
Variable Player Powers
",Unknown,,,,,,
Spirits of the Forest ,1820,2018,2806,6.82065,6.23938,1.29398,1.3623,69,11827,0,1,4,2,2.0,64,Abstract ,109,6.45653,"Open Drafting
Set Collection
",$23.00,Family ,548,6.3353,,,
Unlock!: Mystery Adventures – The Tonipal's Treasure ,1821,2017,1940,6.97572,6.2391,1.61234,2.4545,22,2458,0,1,4,2,2.0,24,Thematic,347,6.52634,"Cooperative Game
Storytelling
",Unknown,Family ,495,6.38297,,,
Forge War ,1822,2015,1610,7.17909,6.23904,1.53312,3.7542,118,3180,0,1,4,3,3.0,39,Strategy ,919,6.38096,"Grid Movement
Hexagon Grid
Modular Board
Role Playing
Variable Phase Order
Worker Placement
",Unknown,,,,,,
Burg Appenzell ,1823,2007,2457,6.85483,6.23878,1.12959,1.5913,230,8199,16,2,4,3,4.0,37,Children's ,21,6.74063,"Action Points
Grid Movement
Map Deformation
Memory
Set Collection
",Unknown,Family ,514,6.36297,,,
Expedition: Northwest Passage ,1824,2010,1987,6.97386,6.23873,1.30951,2.6983,116,5332,1,2,4,4,4.0,49,Strategy ,939,6.36341,"Action Points
Map Addition
Set Collection
Tile Placement
",Unknown,,,,,,
